Users_ID,Service_Model,Task_Name,Service_ID,ResponseTime,Throughput
63,TrafficCongestion,ISA_E,24,0.993,4.0280000000000005
63,TrafficCongestion,RSS_E,252,0.28,24.999
63,TrafficCongestion,IVS_I,1220,0.07200000000000001,55.555
63,TrafficCongestion,ERP_I,942,0.07200000000000001,55.555
64,TrafficCongestion,TJAW_I,1141,0.7340000000000001,2.724
64,TrafficCongestion,ISA_E,100,0.239,12.552
64,TrafficCongestion,RSS_E,810,0.051,19.607
64,TrafficCongestion,IVS_I,1238,0.574,12.195
64,TrafficCongestion,ERP_I,1229,0.114,17.543
64,RiskyDriverExperience,ISA_I,464,0.057,52.631
64,RiskyDriverExperience,NAAS_I,961,0.212,18.867
64,RiskyDriverExperience,IVS_I,1238,0.574,12.195
64,RiskyDriverExperience,RSS_V,323,0.152,32.894
64,RiskyDriverExperience,IVS_V,695,0.043,69.767
65,RiskyVehicleState,ISA_I,884,0.056,53.57100000000001
65,RiskyVehicleState,NAAS_I,412,0.598,5.016
65,RiskyVehicleState,GSS_V,422,0.096,218.75
65,RiskyVehicleState,RSS_V,169,1.514,4.623
65,RiskyVehicleState,IVS_I,1183,0.596,23.489
65,RiskyVehicleState,RSS_I,1093,0.274,7.298999999999999
65,RiskyVehicleState,IVS_I,1183,0.596,23.489
65,,TSS_V,275,0.633,3.159
65,,GSSS,312,0.213,23.474
66,BadWeather,WWS,574,0.067,44.776
66,BadWeather,ISA_E,171,0.158,12.658
66,BadWeather,RSS_E,143,0.584,5.136
66,BadWeather,NAAS_E,1339,0.981,5.096
66,BadWeather,ERP_E,635,1.243,3.218
66,BadWeather,IVS_V,484,0.423,9.456
66,,GSS_I,813,0.49,6.122000000000001
66,RiskyRoad,RWW,548,2.347,3.834
66,RiskyRoad,ISA_I,1177,0.575,6.956
66,RiskyRoad,RSS_I,906,0.209,19.138
66,RiskyRoad,NAAS_I,280,0.118,33.898
66,RiskyRoad,IVS_I,132,1.08,4.629
66,RiskyRoad,ERP_I,875,0.195,15.384
66,RiskyDriverExperience,ISA_I,605,0.7709999999999999,2.594
66,RiskyDriverExperience,NAAS_I,546,2.275,3.956
66,RiskyDriverExperience,IVS_I,1238,0.278,25.179
66,RiskyDriverExperience,RSS_V,471,0.05,40.0
66,RiskyDriverExperience,IVS_V,172,0.365,95.89
66,RiskyDriverHealth,ISA_I,655,0.407,4.914
66,RiskyDriverHealth,NAAS_I,1146,0.804,3.731
66,RiskyDriverHealth,ERS,714,0.17600000000000002,17.045
66,RiskyDriverHealth,RSS_V,1203,0.3720000000000001,10.752
66,RiskyDriverHealth,IVS_V,151,0.705,2.8360000000000003
66,RiskyDriverHealth,IVS_I,1092,0.5579999999999999,8.96
66,RiskyDriverHealth,AEVW,1213,0.197,25.38
66,RiskyDriverHealth,ERP_I,413,1.307,1.53
67,BadWeather,WWS,1247,0.345,11.594
67,BadWeather,ISA_E,786,0.16899999999999998,35.50199999999999
67,BadWeather,RSS_E,579,0.059,152.542
67,BadWeather,NAAS_E,1257,0.41,4.878
67,BadWeather,ERP_E,1279,0.075,93.333
67,BadWeather,IVS_V,1264,0.948,9.493
67,,GSS_I,155,4.618,4.114
67,RiskyVehicleState,ISA_I,49,1.636,1.833
67,RiskyVehicleState,NAAS_I,546,2.187,4.115
67,RiskyVehicleState,GSS_V,887,0.207,14.492
67,RiskyVehicleState,RSS_V,783,0.32,40.625
67,RiskyVehicleState,IVS_I,673,0.233,12.875
67,RiskyVehicleState,RSS_I,993,0.2,20.0
67,RiskyVehicleState,IVS_I,673,0.233,12.875
67,RiskyDriverExperience,ISA_I,1246,0.591,3.384
67,RiskyDriverExperience,NAAS_I,1123,0.442,4.524
67,RiskyDriverExperience,IVS_I,415,0.326,9.202
67,RiskyDriverExperience,RSS_V,1309,0.166,24.096
67,RiskyDriverExperience,IVS_V,121,0.818,3.667
68,TrafficCongestion,TJAW_I,1141,0.281,7.117000000000001
68,TrafficCongestion,ISA_E,868,0.55,340.0
68,TrafficCongestion,RSS_E,88,0.098,30.612
68,TrafficCongestion,IVS_I,465,0.127,15.748
68,TrafficCongestion,ERP_I,941,0.237,8.437999999999999
68,RiskyRoad,RWW,625,0.613,4.893
68,RiskyRoad,ISA_I,782,0.21,19.047
68,RiskyRoad,RSS_I,1023,0.917,4.362
68,RiskyRoad,NAAS_I,1299,1.402,2.853
68,RiskyRoad,IVS_I,1303,0.2,25.0
68,RiskyRoad,ERP_I,568,0.8859999999999999,3.386
68,RiskyVehicleSpeed,ISA_I,523,1.062,1.883
68,RiskyVehicleSpeed,NAAS_E,298,0.6679999999999999,7.485
68,RiskyVehicleSpeed,ERP_E,635,1.075,3.72
68,RiskyVehicleSpeed,IVS_V,698,0.136,22.058000000000003
68,RiskyDriverHealth,ISA_I,256,0.815,4.907
68,RiskyDriverHealth,NAAS_I,147,0.293,6.825
68,RiskyDriverHealth,ERS,238,0.207,38.647
68,RiskyDriverHealth,RSS_V,1089,0.527,3.795
68,RiskyDriverHealth,IVS_V,1032,0.504,5.952000000000001
68,RiskyDriverHealth,IVS_I,216,1.355,5.904
68,RiskyDriverHealth,AEVW,1040,0.355,8.45
68,RiskyDriverHealth,ERP_I,80,0.259,7.722
69,BadWeather,WWS,388,0.14400000000000002,20.833
69,BadWeather,ISA_E,171,0.392,5.102
69,BadWeather,RSS_E,618,0.189,15.873
69,BadWeather,NAAS_E,937,0.39,10.255999999999998
69,BadWeather,ERP_E,1147,0.448,4.464
69,BadWeather,IVS_V,172,0.408,85.78399999999998
69,RiskyDriverExperience,ISA_I,882,0.507,3.944
69,RiskyDriverExperience,NAAS_I,282,0.295,13.559
69,RiskyDriverExperience,IVS_I,462,0.465,6.4510000000000005
69,RiskyDriverExperience,RSS_V,608,1.481,2.025
69,RiskyDriverExperience,IVS_V,986,0.64,4.687
70,RiskyRoad,RWW,1102,0.711,2.812
70,RiskyRoad,ISA_I,464,0.968,3.099
70,RiskyRoad,RSS_I,831,0.675,2.962
70,RiskyRoad,NAAS_I,393,0.387,49.095
70,RiskyRoad,IVS_I,486,0.818,3.667
70,RiskyRoad,ERP_I,941,0.631,3.169
70,RiskyVehicleSpeed,ISA_I,468,0.298,6.711
70,RiskyVehicleSpeed,NAAS_E,68,0.29100000000000004,10.309
70,RiskyVehicleSpeed,ERP_E,400,0.298,10.067
70,RiskyVehicleSpeed,IVS_V,874,0.182,21.978
70,RiskyVehicleState,ISA_I,22,0.845,4.7330000000000005
70,RiskyVehicleState,NAAS_I,1299,1.515,2.64
70,RiskyVehicleState,GSS_V,208,0.09,22.222
70,RiskyVehicleState,RSS_V,338,0.075,66.666
70,RiskyVehicleState,IVS_I,1204,0.235,12.765
70,RiskyVehicleState,RSS_I,372,0.043,116.279
70,RiskyVehicleState,IVS_I,1204,0.235,12.765
70,,TSS_V,619,0.7509999999999999,1.331
70,,GSSS,995,0.515,15.533
70,RiskyDriverExperience,ISA_I,464,0.968,3.099
70,RiskyDriverExperience,NAAS_I,1146,0.449,6.681
70,RiskyDriverExperience,IVS_I,858,0.18600000000000005,16.129
70,RiskyDriverExperience,RSS_V,417,1.44,2.083
70,RiskyDriverExperience,IVS_V,503,0.274,10.948
70,RiskyDriverHealth,ISA_I,256,0.069,57.971
70,RiskyDriverHealth,NAAS_I,347,0.241,20.746
70,RiskyDriverHealth,ERS,67,0.272,7.352
70,RiskyDriverHealth,RSS_V,1105,0.7020000000000001,2.849
70,RiskyDriverHealth,IVS_V,1032,0.961,3.1210000000000004
70,RiskyDriverHealth,IVS_I,679,0.649,4.622
70,RiskyDriverHealth,AEVW,760,0.33,6.06
70,RiskyDriverHealth,ERP_I,974,0.174,17.241
71,TrafficCongestion,TJAW_I,694,0.121,24.793000000000006
71,TrafficCongestion,ISA_E,1211,0.141,28.368
71,TrafficCongestion,RSS_E,463,0.066,45.45399999999999
71,TrafficCongestion,IVS_I,792,0.053,56.603
71,TrafficCongestion,ERP_I,502,0.398,7.537000000000001
71,RiskyVehicleState,ISA_I,623,0.736,13.586
71,RiskyVehicleState,NAAS_I,15,0.718,6.962999999999999
71,RiskyVehicleState,GSS_V,811,0.097,20.618
71,RiskyVehicleState,RSS_V,180,0.478,6.276
71,RiskyVehicleState,IVS_I,465,0.066,30.303
71,RiskyVehicleState,RSS_I,1166,0.158,12.658
71,RiskyVehicleState,IVS_I,465,0.066,30.303
71,,GSSS,220,0.493,8.113
71,RiskyDriverExperience,ISA_I,256,0.151,26.49
71,RiskyDriverExperience,NAAS_I,1148,0.162,18.518
71,RiskyDriverExperience,IVS_I,787,0.032,187.5
71,RiskyDriverExperience,RSS_V,1203,0.127,31.496
71,RiskyDriverExperience,IVS_V,59,0.154,19.48
72,BadWeather,WWS,370,0.16399999999999998,30.487
72,BadWeather,ISA_E,697,0.036000000000000004,83.333
72,BadWeather,RSS_E,867,0.13699999999999998,29.197
72,BadWeather,NAAS_E,207,0.513,3.898
72,BadWeather,ERP_E,879,0.14400000000000002,27.777
72,BadWeather,IVS_V,210,0.13,15.384
72,,GSS_I,39,0.633,3.159
72,RiskyVehicleSpeed,ISA_I,144,0.206,9.708
72,RiskyVehicleSpeed,NAAS_E,969,0.139,21.582
72,RiskyVehicleSpeed,ERP_E,720,0.021,142.857
72,RiskyVehicleSpeed,IVS_V,59,0.158,18.987
72,RiskyVehicleState,ISA_I,637,1.73,2.89
72,RiskyVehicleState,NAAS_I,412,0.419,7.159
72,RiskyVehicleState,GSS_V,970,0.5479999999999999,7.298999999999999
72,RiskyVehicleState,RSS_V,976,0.141,28.368
72,RiskyVehicleState,IVS_I,465,0.066,30.303
72,RiskyVehicleState,RSS_I,993,0.128,31.25
72,RiskyVehicleState,IVS_I,465,0.066,30.303
72,,TSS_V,1312,0.07400000000000001,40.54
72,,GSSS,286,0.514,9.727
72,RiskyDriverExperience,ISA_I,332,0.16399999999999998,30.487
72,RiskyDriverExperience,NAAS_I,147,0.258,7.751
72,RiskyDriverExperience,IVS_I,462,0.552,5.434
72,RiskyDriverExperience,RSS_V,441,0.129,15.503
72,RiskyDriverExperience,IVS_V,573,0.72,4.166
73,RiskyDriverExperience,ISA_I,81,0.179,16.759
73,RiskyDriverExperience,NAAS_I,161,1.203,1.662
73,RiskyDriverExperience,IVS_I,1016,0.363,8.264
73,RiskyDriverExperience,RSS_V,1082,0.392,7.653
73,RiskyDriverExperience,IVS_V,1223,0.154,19.48
73,RiskyDriverHealth,ISA_I,1283,0.142,35.211
73,RiskyDriverHealth,NAAS_I,1146,0.141,21.276
73,RiskyDriverHealth,ERS,1198,10.9,0.366
73,RiskyDriverHealth,RSS_V,106,0.35200000000000004,8.522
73,RiskyDriverHealth,IVS_V,1196,0.294,13.605
73,RiskyDriverHealth,IVS_I,216,0.861,9.291
73,RiskyDriverHealth,AEVW,1258,0.277,7.22
73,RiskyDriverHealth,ERP_I,875,0.077,38.961
74,TrafficCongestion,TJAW_I,694,0.105,28.571
74,TrafficCongestion,ISA_E,1045,0.046,43.478
74,TrafficCongestion,RSS_E,872,0.298,110.738
74,TrafficCongestion,IVS_I,985,0.379,7.915
74,TrafficCongestion,ERP_I,875,0.078,38.461
74,RiskyRoad,RWW,352,0.14300000000000002,34.965
74,RiskyRoad,ISA_I,523,1.176,1.7
74,RiskyRoad,RSS_I,809,0.076,26.315
74,RiskyRoad,NAAS_I,282,0.574,6.968
74,RiskyRoad,IVS_I,27,1.182,3.384
74,RiskyRoad,ERP_I,568,1.03,2.912
74,RiskyDriverHealth,ISA_I,332,0.14300000000000002,34.965
74,RiskyDriverHealth,NAAS_I,956,0.077,51.948
74,RiskyDriverHealth,ERS,173,0.777,2.574
74,RiskyDriverHealth,RSS_V,323,0.155,32.258
74,RiskyDriverHealth,IVS_V,1032,0.277,10.83
74,RiskyDriverHealth,IVS_I,377,0.17,23.529
74,RiskyDriverHealth,AEVW,1271,0.217,9.216
74,RiskyDriverHealth,ERP_I,521,0.994,11.066
75,RiskyRoad,RWW,869,0.177,22.598000000000006
75,RiskyRoad,ISA_I,468,0.426,4.694
75,RiskyRoad,RSS_I,372,0.192,26.041
75,RiskyRoad,NAAS_I,842,0.123,203.252
75,RiskyRoad,IVS_I,567,0.304,13.157
75,RiskyRoad,ERP_I,881,0.276,14.492
75,RiskyVehicleSpeed,ISA_I,1246,0.038,52.631
75,RiskyVehicleSpeed,NAAS_E,640,0.157,25.477
75,RiskyVehicleSpeed,ERP_E,185,0.606,6.6
75,RiskyVehicleSpeed,IVS_V,210,1.429,1.399
76,RiskyVehicleSpeed,ISA_I,901,0.274,10.948
76,RiskyVehicleSpeed,NAAS_E,6,0.5429999999999999,5.524
76,RiskyVehicleSpeed,ERP_E,165,0.574,3.484
76,RiskyVehicleSpeed,IVS_V,503,0.311,9.646
77,RiskyRoad,RWW,58,0.055,54.545
77,RiskyRoad,ISA_I,445,1.743,2.8680000000000003
77,RiskyRoad,RSS_I,1093,0.467,4.282
77,RiskyRoad,NAAS_I,1302,0.519,7.707000000000002
77,RiskyRoad,IVS_I,946,0.168,17.857
77,RiskyRoad,ERP_I,485,0.363,8.264
77,RiskyVehicleState,ISA_I,235,0.096,93.75
77,RiskyVehicleState,NAAS_I,1298,0.377,7.957000000000002
77,RiskyVehicleState,GSS_V,55,0.111,27.027
77,RiskyVehicleState,RSS_V,660,0.445,6.7410000000000005
77,RiskyVehicleState,IVS_I,1041,0.474,8.437999999999999
77,RiskyVehicleState,RSS_I,864,0.184,10.869000000000002
77,RiskyVehicleState,IVS_I,1041,0.474,8.437999999999999
77,,TSS_V,663,0.257,11.673
77,,GSSS,780,0.331,12.084
77,RiskyDriverExperience,ISA_I,827,0.134,22.388
77,RiskyDriverExperience,NAAS_I,1123,0.568,3.5210000000000004
77,RiskyDriverExperience,IVS_I,525,1.117,1.79
77,RiskyDriverExperience,RSS_V,417,1.24,2.419
77,RiskyDriverExperience,IVS_V,957,0.172,17.441
78,TrafficCongestion,TJAW_I,615,0.073,27.397
78,TrafficCongestion,ISA_E,453,0.043,69.767
78,TrafficCongestion,RSS_E,980,0.163,18.404
78,TrafficCongestion,IVS_I,140,0.654,10.703
78,TrafficCongestion,ERP_I,339,0.044,113.636
78,RiskyVehicleSpeed,ISA_I,523,1.3019999999999998,1.536
78,RiskyVehicleSpeed,NAAS_E,328,0.046,108.695
78,RiskyVehicleSpeed,ERP_E,432,0.023,130.434
78,RiskyVehicleSpeed,IVS_V,1209,0.145,13.793
78,RiskyDriverHealth,ISA_I,81,0.384,7.812
78,RiskyDriverHealth,NAAS_I,546,2.881,3.123
78,RiskyDriverHealth,ERS,817,0.17,11.764
78,RiskyDriverHealth,RSS_V,131,0.295,6.779
78,RiskyDriverHealth,IVS_V,1160,0.277,7.22
78,RiskyDriverHealth,IVS_I,793,0.23,17.391
78,RiskyDriverHealth,AEVW,1019,0.234,8.547
78,RiskyDriverHealth,ERP_I,942,0.16399999999999998,24.39
79,BadWeather,WWS,1267,0.335,26.865
79,BadWeather,ISA_E,269,0.09,44.444
79,BadWeather,RSS_E,88,0.114,26.315
79,BadWeather,NAAS_E,231,0.061,147.54
79,BadWeather,ERP_E,953,0.163,18.404
79,BadWeather,IVS_V,923,0.662,6.042000000000002
79,,GSS_I,142,0.608,4.934
79,RiskyVehicleState,ISA_I,22,0.698,5.73
79,RiskyVehicleState,NAAS_I,114,0.635,4.724
79,RiskyVehicleState,GSS_V,860,0.163,24.539
79,RiskyVehicleState,RSS_V,1048,0.276,50.724
79,RiskyVehicleState,IVS_I,1234,0.397,5.037
79,RiskyVehicleState,RSS_I,390,0.13699999999999998,21.897
79,RiskyVehicleState,IVS_I,1234,0.397,5.037
79,,GSSS,636,0.11,36.363
79,RiskyDriverExperience,ISA_I,1283,0.043,116.279
79,RiskyDriverExperience,NAAS_I,832,0.584,5.136
79,RiskyDriverExperience,IVS_I,1204,0.156,19.23
79,RiskyDriverExperience,RSS_V,329,0.046,108.695
79,RiskyDriverExperience,IVS_V,378,0.12,33.333
79,RiskyDriverHealth,ISA_I,901,0.162,18.518
79,RiskyDriverHealth,NAAS_I,282,2.385,1.6769999999999998
79,RiskyDriverHealth,ERS,1198,2.4090000000000003,1.66
79,RiskyDriverHealth,RSS_V,608,1.503,1.996
79,RiskyDriverHealth,IVS_V,986,0.852,3.5210000000000004
79,RiskyDriverHealth,IVS_I,854,0.163,24.539
79,RiskyDriverHealth,AEVW,110,0.541,5.545
79,RiskyDriverHealth,ERP_I,555,0.429,6.9929999999999986
80,BadWeather,WWS,519,1.107,2.71
80,BadWeather,ISA_E,697,0.181,16.574
80,BadWeather,RSS_E,618,0.16,18.75
80,BadWeather,NAAS_E,57,0.2,15.0
80,BadWeather,ERP_E,1015,0.523,5.7360000000000015
80,BadWeather,IVS_V,250,0.102,29.411
80,RiskyVehicleSpeed,ISA_I,1283,0.88,5.681
80,RiskyVehicleSpeed,NAAS_E,550,0.634,4.731
80,RiskyVehicleSpeed,ERP_E,879,0.188,21.276
80,RiskyVehicleSpeed,IVS_V,1245,0.329,9.118
80,RiskyDriverExperience,ISA_I,482,0.383,7.832000000000002
80,RiskyDriverExperience,NAAS_I,1208,0.679,4.418
80,RiskyDriverExperience,IVS_I,985,1.193,2.514
80,RiskyDriverExperience,RSS_V,1048,0.4970000000000001,28.169
80,RiskyDriverExperience,IVS_V,151,1.087,1.839
81,BadWeather,WWS,862,5.6770000000000005,0.35200000000000004
81,BadWeather,ISA_E,786,0.172,34.883
81,BadWeather,RSS_E,618,5.194,0.5770000000000001
81,BadWeather,NAAS_E,937,7.2010000000000005,0.555
81,BadWeather,ERP_E,255,0.061,65.57300000000001
81,BadWeather,IVS_V,456,5.973,0.502
81,,GSS_I,752,0.225,4.444
81,RiskyRoad,RWW,764,5.558,0.359
81,RiskyRoad,ISA_I,97,6.103,0.491
81,RiskyRoad,RSS_I,710,5.624,0.5329999999999999
81,RiskyRoad,NAAS_I,147,0.406,4.926
81,RiskyRoad,IVS_I,525,6.141,0.325
81,RiskyRoad,ERP_I,1180,6.3660000000000005,0.471
81,RiskyVehicleState,ISA_I,863,0.379,10.554
81,RiskyVehicleState,NAAS_I,990,0.195,15.384
81,RiskyVehicleState,GSS_V,970,7.045,0.5670000000000001
81,RiskyVehicleState,RSS_V,1337,5.388,0.556
81,RiskyVehicleState,IVS_I,469,5.348,1.121
81,RiskyVehicleState,RSS_I,1301,0.3720000000000001,10.752
81,RiskyVehicleState,IVS_I,469,5.348,1.121
81,RiskyDriverExperience,ISA_I,1187,5.122999999999998,0.39
81,RiskyDriverExperience,NAAS_I,194,0.042,71.428
81,RiskyDriverExperience,IVS_I,414,6.01,0.332
81,RiskyDriverExperience,RSS_V,116,0.496,4.032
81,RiskyDriverExperience,IVS_V,1264,5.902,1.524
82,BadWeather,WWS,1284,0.076,65.789
82,BadWeather,ISA_E,1114,4.452,0.6729999999999999
82,BadWeather,RSS_E,1157,0.493,4.056
82,BadWeather,NAAS_E,596,0.128,23.437
82,BadWeather,ERP_E,507,0.214,14.018
82,BadWeather,IVS_V,1209,0.254,7.874
82,RiskyRoad,RWW,757,0.263,11.406
82,RiskyRoad,ISA_I,146,5.294,0.755
82,RiskyRoad,RSS_I,933,0.175,17.142
82,RiskyRoad,NAAS_I,1302,0.336,11.904000000000002
82,RiskyRoad,IVS_I,186,5.6770000000000005,1.761
82,RiskyRoad,ERP_I,80,0.386,5.181
82,RiskyVehicleSpeed,ISA_I,605,13.39,0.149
82,RiskyVehicleSpeed,NAAS_E,111,4.671,1.712
82,RiskyVehicleSpeed,ERP_E,1219,0.348,11.494000000000002
82,RiskyVehicleSpeed,IVS_V,1167,4.981,0.602
83,BadWeather,WWS,1247,0.268,14.925
83,BadWeather,ISA_E,1114,0.41,7.317
83,BadWeather,RSS_E,419,0.179,16.759
83,BadWeather,NAAS_E,790,0.14800000000000002,27.027
83,BadWeather,ERP_E,406,0.146,20.547
83,BadWeather,IVS_V,531,0.075,26.666
83,,GSS_I,357,0.048,104.166
84,TrafficCongestion,TJAW_I,337,0.035,114.285
84,TrafficCongestion,ISA_E,269,0.056,71.428
84,TrafficCongestion,RSS_E,994,0.097,41.237
84,TrafficCongestion,IVS_I,896,0.338,11.834
84,TrafficCongestion,ERP_I,1014,0.165,18.181
84,RiskyRoad,RWW,1058,0.508,11.811
84,RiskyRoad,ISA_I,1187,0.048,41.666
84,RiskyRoad,RSS_I,1176,0.2,15.0
84,RiskyRoad,NAAS_I,1081,0.6890000000000001,7.256
84,RiskyRoad,IVS_I,679,0.4320000000000001,6.944
84,RiskyRoad,ERP_I,521,0.662,16.616
84,RiskyVehicleSpeed,ISA_I,605,0.614,3.257
84,RiskyVehicleSpeed,NAAS_E,68,0.273,10.989
84,RiskyVehicleSpeed,ERP_E,273,0.057,35.087
84,RiskyVehicleSpeed,IVS_V,296,0.032,93.75
85,BadWeather,WWS,978,2.232,1.7919999999999998
85,BadWeather,ISA_E,1045,0.138,14.492
85,BadWeather,RSS_E,1274,0.068,102.941
85,BadWeather,NAAS_E,1280,0.022,318.181
85,BadWeather,ERP_E,385,0.034,176.47
85,BadWeather,IVS_V,345,0.036000000000000004,222.222
85,RiskyVehicleState,ISA_I,49,1.416,2.1180000000000003
85,RiskyVehicleState,NAAS_I,381,0.083,60.24
85,RiskyVehicleState,GSS_V,1136,0.339,8.849
85,RiskyVehicleState,RSS_V,871,0.152,19.736
85,RiskyVehicleState,IVS_I,377,0.085,47.058
85,RiskyVehicleState,RSS_I,993,0.155,25.806
85,RiskyVehicleState,IVS_I,377,0.085,47.058
86,BadWeather,WWS,370,0.034,147.058
86,BadWeather,ISA_E,868,1.134,164.90200000000004
86,BadWeather,RSS_E,1090,0.214,14.018
86,BadWeather,NAAS_E,1059,0.348,28.735
86,BadWeather,ERP_E,720,0.123,24.39
86,BadWeather,IVS_V,695,0.11,27.272
86,RiskyDriverExperience,ISA_I,782,0.224,17.857
86,RiskyDriverExperience,NAAS_I,393,0.251,75.697
86,RiskyDriverExperience,IVS_I,140,0.981,7.135
86,RiskyDriverExperience,RSS_V,329,0.035,142.857
86,RiskyDriverExperience,IVS_V,378,0.076,52.631
86,RiskyDriverHealth,ISA_I,821,0.179,11.173
86,RiskyDriverHealth,NAAS_I,1330,0.333,6.006
86,RiskyDriverHealth,ERS,384,0.038,78.947
86,RiskyDriverHealth,RSS_V,783,0.385,33.766
86,RiskyDriverHealth,IVS_V,716,0.268,11.194
86,RiskyDriverHealth,IVS_I,380,0.13,38.461
86,RiskyDriverHealth,AEVW,1239,0.117,59.82899999999999
86,RiskyDriverHealth,ERP_I,189,0.309,29.126
87,BadWeather,WWS,405,0.139,21.582
87,BadWeather,ISA_E,951,0.171,23.391
87,BadWeather,RSS_E,295,0.674,157.27
87,BadWeather,NAAS_E,231,0.042,214.285
87,BadWeather,ERP_E,259,0.094,42.553
87,BadWeather,IVS_V,1036,1.096,1.824
87,RiskyVehicleSpeed,ISA_I,884,0.171,17.543
87,RiskyVehicleSpeed,NAAS_E,101,0.196,10.204
87,RiskyVehicleSpeed,ERP_E,507,0.328,9.146
87,RiskyVehicleSpeed,IVS_V,1032,0.556,5.395
87,RiskyDriverHealth,ISA_I,594,0.122,16.393
87,RiskyDriverHealth,NAAS_I,593,0.1,30.0
87,RiskyDriverHealth,ERS,1198,7.205,0.555
87,RiskyDriverHealth,RSS_V,323,0.026,192.307
87,RiskyDriverHealth,IVS_V,1329,0.162,24.691
87,RiskyDriverHealth,IVS_I,418,0.212,18.867
87,RiskyDriverHealth,AEVW,313,0.027000000000000003,185.185
87,RiskyDriverHealth,ERP_I,229,0.076,26.315
88,TrafficCongestion,TJAW_I,1311,0.14,14.285
88,TrafficCongestion,ISA_E,24,0.66,6.06
88,TrafficCongestion,RSS_E,1098,0.546,5.494
88,TrafficCongestion,IVS_I,525,1.063,1.881
88,TrafficCongestion,ERP_I,855,0.162,18.518
88,RiskyRoad,RWW,1276,0.032,218.75
88,RiskyRoad,ISA_I,332,0.026,192.307
88,RiskyRoad,RSS_I,1301,0.35600000000000004,11.235
88,RiskyRoad,NAAS_I,1029,0.88,2.272
88,RiskyRoad,IVS_I,460,3.702,0.54
88,RiskyRoad,ERP_I,521,1.169,9.409
88,RiskyVehicleState,ISA_I,912,0.385,10.389
88,RiskyVehicleState,NAAS_I,1298,0.358,8.379
88,RiskyVehicleState,GSS_V,1026,1.371,2.188
88,RiskyVehicleState,RSS_V,25,0.713,4.207
88,RiskyVehicleState,IVS_I,1281,0.026,269.23
88,RiskyVehicleState,RSS_I,1308,0.14,21.428
88,RiskyVehicleState,IVS_I,1281,0.026,269.23
88,,GSSS,1307,0.28600000000000003,13.986
88,RiskyDriverExperience,ISA_I,744,0.29100000000000004,27.491
88,RiskyDriverExperience,NAAS_I,170,1.035,2.898
88,RiskyDriverExperience,IVS_I,469,0.304,19.736
88,RiskyDriverExperience,RSS_V,323,0.027000000000000003,185.185
88,RiskyDriverExperience,IVS_V,1329,0.162,24.691
89,BadWeather,WWS,958,0.486,8.23
89,BadWeather,ISA_E,1114,0.494,6.072
89,BadWeather,RSS_E,980,0.174,17.241
89,BadWeather,NAAS_E,944,0.475,8.421
89,BadWeather,ERP_E,552,0.748,4.01
89,BadWeather,IVS_V,716,0.426,7.042000000000002
89,RiskyRoad,RWW,764,0.539,3.71
89,RiskyRoad,ISA_I,256,0.027000000000000003,148.148
89,RiskyRoad,RSS_I,1227,0.424,4.716
89,RiskyRoad,NAAS_I,950,0.17,17.647000000000006
89,RiskyRoad,IVS_I,946,0.174,17.241
89,RiskyRoad,ERP_I,745,0.29,27.586
90,RiskyVehicleSpeed,ISA_I,891,0.172,17.441
90,RiskyVehicleSpeed,NAAS_E,1321,0.257,11.673
90,RiskyVehicleSpeed,ERP_E,185,0.365,10.958
90,RiskyVehicleSpeed,IVS_V,575,0.07200000000000001,41.666
90,RiskyVehicleState,ISA_I,623,0.359,27.855
90,RiskyVehicleState,NAAS_I,1011,0.141,21.276
90,RiskyVehicleState,GSS_V,208,0.038,52.631
90,RiskyVehicleState,RSS_V,417,1.315,2.281
90,RiskyVehicleState,IVS_I,377,0.071,56.338
90,RiskyVehicleState,RSS_I,831,0.522,3.831
90,RiskyVehicleState,IVS_I,377,0.071,56.338
90,,TSS_V,851,0.7120000000000001,5.617000000000001
90,,GSSS,921,0.525,5.714
90,RiskyDriverExperience,ISA_I,901,0.172,17.441
90,RiskyDriverExperience,NAAS_I,1025,0.7120000000000001,4.213
90,RiskyDriverExperience,IVS_I,646,0.371,10.781
90,RiskyDriverExperience,RSS_V,871,0.172,17.441
90,RiskyDriverExperience,IVS_V,33,0.6890000000000001,4.354
91,TrafficCongestion,TJAW_I,366,0.017,294.117
91,TrafficCongestion,ISA_E,585,0.061,229.508
91,TrafficCongestion,RSS_E,791,0.205,39.024
91,TrafficCongestion,IVS_I,140,0.728,9.615
91,TrafficCongestion,ERP_I,485,0.35700000000000004,8.402999999999999
91,RiskyRoad,RWW,527,0.077,25.974
91,RiskyRoad,ISA_I,647,0.179,16.759
91,RiskyRoad,RSS_I,277,0.198,378.787
91,RiskyRoad,NAAS_I,1272,0.348,8.62
91,RiskyRoad,IVS_I,415,0.303,9.9
91,RiskyRoad,ERP_I,229,0.066,30.303
91,RiskyVehicleState,ISA_I,655,0.409,4.8889999999999985
91,RiskyVehicleState,NAAS_I,600,1.606,1.245
91,RiskyVehicleState,GSS_V,914,0.165,18.181
91,RiskyVehicleState,RSS_V,871,0.16399999999999998,18.292
91,RiskyVehicleState,IVS_I,27,1.232,3.2460000000000004
91,RiskyVehicleState,RSS_I,870,0.166,24.096
91,RiskyVehicleState,IVS_I,27,1.232,3.2460000000000004
91,,GSSS,340,0.017,294.117
91,RiskyDriverExperience,ISA_I,1246,0.449,4.454
